"text","labels","lang"
"Don't you see what's happening ? If you don't find me a killer , there is no fucking office !","1","en"
"Don't you think I know how you plan to get out ?","1, 3, 7","en"
"Don't you think I know it ?","1","en"
"Don't you understand ?","1, 4, 7","en"
"Don't you understand ? !","1","en"
"Don't you want to say anything to these people ?","1, 2","en"
"Don't !","1, 4","en"
"Done .  With what ? ","1","en"
"[PERSON] , leave the room .","1","en"
"Dorcas , it brings me stamps , please .","1, 3","en"
"Down with the King .","1, 3","en"
"Drained their life savings , ruined hundreds of lives , and made off with over $ million .","1, 3","en"
"Drive !","1, 4","en"
"Driver , I'm a little disappointed in you !","1","en"
"Drop gun .","1","en"
"Drop it or the little shit's dead !","1","en"
"Drop it , okay ?","1","en"
"Drop that cannon .","1","en"
"Drop that wood !","1","en"
"[PERSON] , open your fucking eyes !","1","en"
"[PERSON] gave me my title shot , you didn't .","1, 6","en"
"Eat shit !","1","en"
"Eat your breakfast and forget it .","1","en"
"Either he falls in line or I'll break him so open they won't find the pieces .","1","en"
"Either way , murder or suicide , I'd say he deserved it , wouldn't you ?","1, 3, 5","en"
"Either you come here to find out the mess , or we take your family .","1","en"
"Either you take care of yourself or I , too , shall resign .","1","en"
"Elder , if you have something to say , just say it","1","en"
"Elder ...","1","en"
"Emily , why are you still using your mother's phone ?","1","en"
"Emotionally , she's a child .","1","en"
"End of the line , asshole .","1","en"
"Enjoying the party , Captain [PERSON] ?","1","en"
"Enough of your tricks !","1","en"
"Enough with the water .","1, 3, 6, 7","en"
"Enough !","1","en"
"Ensign [PERSON] called and told me that you were in trouble .","1, 7","en"
"Enter !","1","en"
"Environmentalists call it a disaster .","1, 7","en"
"[PERSON] , come on , damn it !","1","en"
"Especially not to throw away your career with this team .","1, 3","en"
"Even if I told you what was the matter with you , you wouldn't admit it .","1","en"
"Even if I were wearing a wire , this noise would wreck the tape .","1","en"
"Even if it could be your involvement with drugs has vindicated me .","1, 3","en"
"Even in one of yours , I would have thrown this glass at him .","1","en"
"Even so , quite wrong to threaten . Not the way to treat an enlisted man .","1, 6","en"
"Ever since Case took over the firm .","1, 3","en"
"Every living being is capable of attack ... if sufficiently provoked .","1","en"
"Every one of them terrible .","1, 3","en"
"Every time I run into you , you tell me whatever shady thing just went down was about the greater good or that it didn't happen , or this , that , or the other .","1","en"
"Everybody calls you plain [PERSON] , why can't I ?","1","en"
"Everybody forgot about it but me .","1, 3","en"
"Everybody out , now !","1","en"
"Everybody thinks they're humorous , but they're not .","1","en"
"Everything is corrupt and incompetent .","1, 3","en"
"Everything there can be interpreted as an attempt to enforce discipline .","1, 3","en"
"Exactly how you disrupted their state's vote .","1, 3","en"
"Exaggerate .","1","en"
"Except never take drugs and go to AA meetings for the rest of your life .","1, 6","en"
"Except you honked the fucking horn .","1, 3, 7","en"
"Excuse me , I'm looking for a man .","1","en"
"Excuse me .","1","en"
"Excuse me ...","1, 4","en"
"Explain yourself .","1","en"
"[GAY SLUR] .","1, 3","en"
"False alarms were common , And they didn't help our morale .","1","en"
"Father [PERSON] can't keep his hands to himself .","1, 3","en"
"Father , he might betray you !","1, 4","en"
"Feet ! Feet , you fool !","1","en"
"Fight for real !","1, 6","en"
"Fight !","1, 2, 5","en"
"Figure out which one you are and call back .","1","en"
"Finally .","1, 2, 5","en"
"Find out where they take the cash .","1","en"
"Find someone else to sing about .","1","en"
"Find the most tender and vulnerable , to destroy his heart .","1","en"
"Fine mess you got me into .","1","en"
"Fine , till you come along .","1","en"
"Fine !","1","en"
"Fine ! But I'm not making a speech .","8, 1, 4","en"
"Fine .","1, 5","en"
"Fine . Actually , perfect .","1","en"
"Fine . You win .","1, 3","en"
"Finish her !","1, 2, 3, 4, 7, 8","en"
"Fire the security department !","1","en"
"First we steal his gun , then we shoot .","1","en"
"First you waste my time , then you get my name wrong !","1","en"
"First , take him to the station .","1","en"
"Five more minutes . - No !","1","en"
"Flo , being a parent is about sharing .","8, 1","en"
"Flo , if I wanted anything else , I'd call [PERSON] here .","1","en"
"Fog your mind so you can't remember a darn thing .","1","en"
"Fool .","1","en"
"For chrissake , where did she come up with [PERSON] ?","1","en"
"For [PERSON]'s sake !","1, 7","en"
"For God's sake , June !","1, 3, 7","en"
"For God's sake , listen to me !","1","en"
"For God's sake , shut that up !","1","en"
"For God's sakes , put yourself in my position .","1","en"
"For heaven's sake , stay there !","1","en"
"For if I'm not physician , how is it I know that you're a dying man ?","1","en"
"For once in my life , I'm telling --","1","en"
"For our ambassador !","1, 2","en"
"For the love of God , [PERSON] .","1, 3","en"
"For the tenth time then , will you stay out of this [PERSON] thing ?","1","en"
"For what ?","1","en"
"For your information , I was at [LOCATION] .","1","en"
"Forget it , that's enough .","1, 6","en"
"Forget it !","1","en"
"Forget it .","1, 6","en"
"Four , this is Leader . Is he gonna be a problem ?","1, 2","en"
"Francis !","1","en"
"Francis ! Pay the guy , will you ?","1","en"
"Freeze !","1, 2","en"
"From here on , your education must continue in the school of war .","1, 3","en"
"From this moment it is death to him who wears the ring .","1","en"
"Fuck 'em .","1","en"
"Fuck him .","1","en"
"Fuck it , man .","1, 6","en"
"Fuck it !","1","en"
"Fuck it . I start with me .  ","1","en"
"Fuck off , [PERSON] .","1","en"
"Fuck off !","1","en"
"Fuck off .","1","en"
"Fuck [LOCATION] .","1, 3","en"
"Fuck only knows why [PERSON] lets them in .","1, 3","en"
"Fuck the law .","1","en"
"Fuck the office !","1, 3","en"
"Fuck the process !","1","en"
"Fuck them !","1","en"
"Fuck this shit .","1","en"
"Fuck you , [PERSON] .","1","en"
"Fuck you !","1, 3","en"
"Fuck you .","1, 3","en"
"Fuck your goddamn cleaner !","1","en"
"Fuck !","1","en"
"Fuck ! Fuck !","1, 6","en"
"Fuck .","1","en"
"Fuckin' machine took my quarter .","1","en"
"Fucking bitch !","1, 3","en"
"Fucking come on , then !","1","en"
"Fucking cops always forget something .","1, 3","en"
"Fucking [GAY SLUR] .","1, 3","en"
"Fucking gas company .","1","en"
"Fucking six ...","1","en"
"Gentlemen ... if there are no objections , I'm the dealer .","8, 1","en"
"Get a bat , that's a boy .","1, 5","en"
"Get along with it .","1","en"
"Get away from her , you bitch !","1, 3","en"
"Get away from that wood !","1","en"
"Get back here !","1, 2","en"
"Get back in ranks !","1","en"
"Get back on the job .","1","en"
"Get back !","1","en"
"Get between the treads !","1","en"
"We'll have a whole factory .","2","en"
"We'll have dinner at the St Regis , go to a nice snappy show , then to a nightclub , sit and listen to the soft music , and who knows ?","2","en"
"We'll have just one drink and then we'll go .","2","en"
"We'll have to find new opportunities .","2","en"
"We'll have Tobruk in a few days .","2","en"
"We'll head into the wind .","2","en"
"We'll hurry .","2","en"
"We'll just drain the pollywogs out and save the grog .","2, 5","en"
"We'll keep her here , won't we ?","2","en"
"We'll make it if we're careful .","8, 2","en"
"We'll meet at the rear of the hotel .","2","en"
"We'll offer the opportunity to control every aspect of their emotional lives .","8, 2","en"
"We'll owe her .","2","en"
"We'll relieve you in a couple of hours .","2, 6","en"
"We'll see you out there .","2","en"
"We'll sit in the back and sneak away as soon as it's over .","2","en"
"We'll start with an easy program .","8, 2","en"
"We'll take care of her later , eh ?","2","en"
"We'll take them like the last time .","2","en"
"We're due back in [LOCATION] as early this evening as we can make it .","2","en"
"We're due for five days of sunshine .","2","en"
"We're even .","8, 2","en"
"We're going airborne !","2","en"
"We're going for a ride !","2","en"
"We're going home .","2","en"
"We're going on a big ship across the ocean and take you home .","2, 5","en"
"We're going sailing .","2","en"
"We're going to [LOCATION] , like you wanted .","2, 5","en"
"We're going to build a brand - new city where [LOCATION] now stands .","2","en"
"We're going to celebrate .","2","en"
"We're going to open !","2","en"
"We're going to raise towers of glass and steel .","2","en"
"We're going to start with the high board .","2","en"
"We're gonna be rich !","2","en"
"We're gonna get married .","2","en"
"We're gonna go camping tonight . - This is my tent .","2","en"
"We're here to have fun .","2","en"
"We're here to kick some major league butt .","2","en"
"We're looking forward to a real contest .","2","en"
"We're nearing Vulcania .","2","en"
"We're not gonna forfeit .","1, 2","en"
"We're onto something .","8, 2, 5, 7","en"
"We're opening a store and a bank , aren't we , [PERSON] ?","2","en"
"We're payin' 'em back , boy .","1, 2","en"
"We're playing with fire .","2, 4","en"
"We're pressing for the earliest possible action .","2","en"
"We're ready and waiting .","2","en"
"We're ready with that live feed .","2","en"
"We're really gonna have a great time .","2","en"
"We're standing on the brink of a new world , and ...","2","en"
"We're talking about two minutes of film . Two minutes out of .","2","en"
"We're trying to get to a place called [LOCATION] , a couple of hundred miles north , I think .","2","en"
"We've been waiting ...","2","en"
"We've cut the target adrift .","2","en"
"We've escaped !","2, 5","en"
"We've got gas , where do we go ?","2","en"
"We've got six minutes before the brain's useless .","2, 4","en"
"We've got to leave .","2","en"
"We've got ta treat this guy like royalty .","8, 2","en"
"We've made our decision .","2","en"
"We've still got her , don't we , [PERSON] ? Oh , yeah .","2","en"
"Welcome to [LOCATION] !","2, 5","en"
"Welcome to [LOCATION] .","2","en"
"Well done indeed .","2, 5","en"
"Well see you !","2","en"
"Well then let's have fun , baby .","2","en"
"Well , anyways , I got ta be going .","2","en"
"Well , because that makes sense .","2, 5","en"
"Well , boy , let's see if we can do something to refresh that rusty , old memory of yours .","2, 4","en"
"Well , can you give me what he has ?","2","en"
"Well , do you plan everything ?","1, 2","en"
"Well , duty calls .","2, 6","en"
"Well , give me a coordinate !","1, 2","en"
"Well , how did it go ?","2","en"
"Well , I can tell you some stories .","2","en"
"Well , I can't help wondering if [PERSON] is right .","2, 6","en"
"Well , I do think it is difficult to let go , but believe me , the people we worked with were happy to have us let go .","8, 2","en"
"Well , I guess that's it , then , huh ?","2","en"
"Well , I hope you've managed to get the money , Mr. [PERSON] .","2","en"
"Well , I will be very glad to hear it .","2","en"
"Well , I'd say the [LOCATION] money will probably lay about ... oh , - on [PERSON] .","8, 2","en"
"Well , I'd say the [LOCATION] money will probably lay about ... oh , 8 - 5 , on [PERSON] .","2","en"
"Well , I'll fly down to [LOCATION] in the morning and feel them out .","2","en"
"Well , I'll tell you one thing .","8, 2","en"
"Well , I'm going to make this a week you'll never forget .","2","en"
"Well , I'm here to have a dialogue .","8, 2, 3","en"
"Well , if it won't wake up the kids .","2, 5","en"
"Well , it ain't much now , [PERSON] , but me and my partner , we got big plans .","2","en"
"Well , it seems to me that you have some options .","2, 5","en"
"Well , let them see me .","2","en"
