"text","labels","lang"
"Sitten harkitaan syytettä ja joudun ehkä oikeudenkäyntiin.","9","fi"
"Tohtori, te tulette minun kanssani.","8","fi"
"Kaupunkiin virtaa rahaa.","5","fi"
"Yksi kaksi kolme.","9","fi"
"Hankin vielä todisteet ja painan ne lehteen.","2","fi"
"You know , you - you could get hurt . You shouldn't go around robbing people . You could go to jail .","1, 3, 4, 6","en"
"[PERSON] was worried too . ","6","en"
"I mean , aside from all of this junk .","3","en"
"Loukkaantuiko hän pahasti?","4","fi"
"Mikä tämä filmijuttu on?","7","fi"
"Announcer : Here's [PERSON] and [PERSON] rae weller .","2","en"
"Yeah that's why he's here risking his neck.","9","en"
"Ei vielä.","9","fi"
"Rahalla saa kaikkea, eikö?","5","fi"
"We're on vacation .","5","en"
"[PERSON] , this is intolerable !","3","en"
"Siitä tulee hyvä.","8, 5","fi"
"Käyttäydy ihmisiksi.","1, 6, 7","fi"
"Gentlemen I believe my obligation to this legend Has been dispatched.","9","en"
"On ehkä parempi ettet jää tänne.","9","fi"
"Olet ainoa täällä, johon luotan.","8","fi"
"Turns out my life hasn't been my own for the last years .","6","en"
"Muuten, kysyit miksi venäläiset käyttävät usein sanaa sopia.","2","fi"
"Anteeksi, ehkä et halua seuraa.","6","fi"
"Vain yksi on ilmoittautunut oikein pukeutuneena.","3","fi"
"The order was given by Admiral Train to try and get this object forced down out of the sky if at all possible by whatever means possible.","9","en"
"Kuvitellaan että myönnätte lainoja.","9","fi"
"Teoriassa sillä pitäisi olla suurempi vaikutus.","7","fi"
"Ja mitä se voi antaa meille.","9","fi"
"We have to get downstairs.","9","en"
"You don't park here either .","1","en"
"Bless you . Father , how can I possibly thank you ?","8","en"
"Suutelimmeko me silloin?","9","fi"
"He died a year later .","6","en"
"Sink that longboat !","4","en"
"Katsotaan, mitä Rosario on kokannut.","2","fi"
"Ja ole iloinen.","9","fi"
"Kotijoukkue!","8, 2, 5","fi"
"Hänellä ei ole saumaakaan!","5","fi"
"Halataan kuten silloin ennen.","5","fi"
"It makes it unnecessary to go back to the public with a new release. It predicts how they'll react.","9","en"
"I am after CIT.","9","en"
"I say , something kind of important has come up .","2","en"
"I'm leaving .","6","en"
"Voi pikkuista.","8, 5, 6","fi"
"Fuck it. Phenomenal.","9","en"
"You taught me a lesson , man .","8","en"
"Of what it is of use ?","2","en"
"I'm not down . You look depressed .","5","en"
"Pelkästään tuon takia varmistan, että saat kärsiä, puta!","1, 2, 3","fi"
"[PERSON] , are you leaving the company or something ?","7","en"
"Emily Rose Inglethorp in on Tuesday 19 of June of 1917.","9","en"
"Sen nenästä tuli kipinöitä.","7","fi"
"Vapauttakaa siviilit joka tapauksessa.","9","fi"
"What?","9","en"
"Everybody gets together and makes nice and you know...","9","en"
"Mikä sinua risoo?","1","fi"
"Raahaa ahterisi tuonne, Gate.","1","fi"
"Ne on jalostettu heikoiksi.","3","fi"
"You sit down and pull up your pants and where would it get you ?","3","en"
"Your services are no longer needed .","2","en"
"Kaikki tuntuu purevan ja haisen vanhalta lammaspaimenelta.","3","fi"
"Älä ole niin alentava!","1, 3","fi"
"En tiedä miksi, mutta...","4","fi"
"Juttelimme hänelle vain vähän aikaa sitten.","9","fi"
"Let go . All right .","6","en"
"Damn !","1, 6","en"
"Mustamaalaan sen ryökäleen niin...","3","fi"
"Mikset sinä mene leikkimään sankaria omaan maailmaasi, maalainen!","1, 3","fi"
"It finds tiring.","9","en"
"The things that are done by love !","5, 7","en"
"En kestä menettää häntä taas!","4, 6","fi"
"Public Domain sinä olit hyvä.","8, 5","fi"
"The sword was her husband's.","9","en"
"Your children?","9","en"
"Teemme liiketoimia.","8","fi"
"You said she was coming with us .","7","en"
"I don't want to raise him by myself .","6, 7","en"
"The land down under ? That's a fabulous idea !","5, 7","en"
"Tiedätkö mitä he tekevät muille?","9","fi"
"Tästä lähtien - ei enää kassalla istumista.","2, 5","fi"
"Matvey is crazy for detective fiction.","9","en"
"I think it's rather sporting .","5","en"
"My heart is weak , and I'm too old .","1, 4","en"
"You're passing up the whitest man on earth for a dirty , no - good ...","3","en"
"I said I was busy. And she said what did I have to lose?","9","en"
"You gonna leave some money by the bed when you pass through?","9","en"
"Se Vaikuttaa työhön.","9","fi"
"I asked Seth Grayson about Lisa Williams.","9","en"
"Ole varuillas!","4","fi"
"What are you doing?","9","en"
"Enjoy your stay in [LOCATION] .","2, 5","en"
"Mitä sinä pelkäät?","9","fi"
"The shirt of the deceased contaminated with the fiber Zorak V... Carpet fabric used in the defendant's home.","9","en"
"Go home Riley.","9","en"
"I don't wan na have a stinkin' fight again .","1","en"
"Rakastatte minua, ettekö rakastakin?","5","fi"
"It's over .","3, 4, 6","en"
"How cheerfully he seems to grin","5","en"
"Mistä tiesit että Larren pelkää Lkansion paljastumista?","9","fi"
"Kuten hävittävät vaimonsa ruumiin?","3","fi"
"I'm looking for the baggage car.","9","en"
"En.","9","fi"
"Häntä tuskin tuntee, kun suu on kiinni.","3","fi"
"Älä jätä minua nyt.","4, 6","fi"
"Helvetti! Curraniin osui.","9","fi"
"We'll transition you out.","9","en"
"Your what?","9","en"
"Joku kaunis päivä se on minun.","9","fi"
"Lähtekää nyt.","1","fi"
"Hän haluaa vain saada Brennanin pois niskastaan.","9","fi"
"The heavyweight champion is down !","7","en"
"Well Niki was very insistent that I should give you a call.","9","en"
"There's somethin' I want to show you .","2","en"
"Sorry to interrupt.","9","en"
"If you wan na survive , you got ta slip the jab .","8","en"
"I absolutely do not wan na hear about it .","1","en"
"Näettehän, miten sekaisin olen setäparan kuolemasta?","6","fi"
"We object to that .","1","en"
"No niin lähdetään Paulie.","9","fi"
"Ymmärrät kai?","9","fi"
"Tuo jotakin nähtäväkseni viikon loppuun mennessä.","2","fi"
"Rakastan häntä ja hän rakastaa minua!","8, 5","fi"
"Completely well.","9","en"
"Tätä ei koskaan tapahtunut.","9","fi"
"Glasnost antaa kaikille oikeuden valittaa ja syyttää, mutta se ei tuota yhtään lisää kenkiä.","1","fi"
"Boy , you sure are a good - looker .","5","en"
"Olet ajatellut tätä paljon Vai kuinka?","9","fi"
"You ain't built for no fucking place like this !","1","en"
"Hän lähetti kirjeen.","9","fi"
"How did it go ?","2","en"
"Olen täysin samaa mieltä.","8","fi"
"Dyckmanin Katuenkelit.","9","fi"
"In her medicine cabinet ?","7","en"
"Onko hän sama Aaron Boone joka ammuttiin Midianissa neljä päivää sitten?","4","fi"
"If you ever had a sense of humor . When you finish testifying ,","1","en"
"Voin puhua toisille sisarille - ja jos kerrotte mitä etsitte, me kerromme olemmeko nähneet.","8","fi"
"Eräs poika tarvitsee apua. Hän on pulassa.","4, 6","fi"
"Mulkkuja kaikki tyynni.","1, 3","fi"
"Niin oli Wallyllakin.","5","fi"
"Lupaan kaikkivaltiaan Jumalan nimeen että kertomani on totta.","9","fi"
"Sulla ei ole aikaa mulle, joten mulla ei ole aikaa sulle.","1, 6","fi"
"He eivät kaivanneet minua.","6","fi"
"Jonna kuulee. Olen vapaa vapaa.","9","fi"
"So that's what those things are for .","7","en"
"Joo.","9","fi"
"Maybe you'll find the explanation for his disappearance inside .","8","en"
"Well , no wonder you're worn out .","6","en"
"I've got to go to Puerto Rico first plane.","9","en"
"Any suggestions ?","2","en"
"Hän kuolee ennen kuin kuulee laukauksen.","4","fi"
"Minulle riitti! Tuki suusi.","1","fi"
"Minä lopetin ne touhut jo 1 4-vuotiaana!","3","fi"
"If we had known , we would have greeted you with flowers .","6","en"
"Tämä on varattu.","9","fi"
"He katosivat!","7","fi"
"Mitä tarkoitat?","9","fi"
"Why would they change it now ?","7","en"
"Sometimes the captain of a ship needs help ... constructive loyalty .","8","en"
"Näkemiin, Strölin.","2","fi"
"Are you talking to him?","9","en"
"Olet oikea mestari.","8, 5, 7","fi"
"Minulla on ongelmia.","4, 6","fi"
"Mitä se tarkoittaa, Kreivi Longhi?","7","fi"
"Why don't you go start the car ?","2","en"
"Minä viihdyn rannalla.","9","fi"
"Tulen tänään myöhään matsi koulun jälkeen.","9","fi"
"I'll drive you home.","9","en"
"What the hell are you doing ? - [PERSON] !","1, 7","en"
"Aioin juuri soittaa teille.","2","fi"
"One man muzzling a whole state ?","7","en"
"Miksi syytät minua?","1, 4, 7","fi"
"Great day for it . You look glorious .","8, 2, 5","en"
"Come here for a second , please .","2","en"
"That somebody would come here and stop at Uncle Frank's place buy a cup of coffee.","9","en"
"En tiennyt, että meillä oli suhde.","7","fi"
"Like this?","9","en"
"Come on.","9","en"
"Congratulations , [PERSON] .","8","en"
"Voisitko sinä...","2","fi"
"I should feed a strange mouth ?","3","en"
"Hyvää iltaa.","9","fi"
"Vilpuri.","9","fi"
"Olin mielestäni paras sökönpelaaja.","9","fi"
"Ottakaa rauhallisesti ja säästäkää rahanne.","9","fi"
"That is not true .  ","1","en"
"Well eat this.","9","en"
"Where've you been?","9","en"
"Don't you understand ? !","1","en"
"You find it hard to believe that this is not just a dream you dreamed a long time ago .","2","en"
"Sinulla on Auryn.","9","fi"
"No , you're perfectly right .","8","en"
"Muistakaakin lähteä pois.","1","fi"
"Let's just win the game .","2","en"
"Se muistuttaa Phil Donahueta.","2","fi"
"Well , you're going to prison .","5","en"
"Toivottavasti joudut itse joskus pulaan!","1","fi"
"I can't wait to see that [PERSON] .","2","en"
"Shut up and get your ass here !","1","en"
"Annoit avaimet tuntemattomalle, joka sattui mainitsemaan nimeni?","3","fi"
"Sinua juuri etsinkin.","9","fi"
"Driver , I'm a little disappointed in you !","1","en"
"Tämä on minun puheeni poika.","9","fi"
"En halua mennä takaisin.","6","fi"
"The police would know what to do .","8","en"
"Vain 10 prosenttia pääsee jatkoon.","4","fi"
"Nouse ylös.","9","fi"
"Thanks baby.","9","en"
"Do you know any Spanish ?","2","en"
"I've seen enough.","9","en"
"Keep in touch .","8, 2","en"
"What are you thinking , Lieutenant , that I'm a coward ?","1","en"
"Tämän voi ostaa kaupasta ja viedä juhliin halutessaan huvittaa ihmisiä.","5","fi"
"Kaikki aaveet, kadotkaa!","1, 3","fi"
"Ihana talo!","5","fi"
"Etkö tajua?","9","fi"
"What a pleasure .","5","en"
"Takasivun höpinät.","9","fi"
"En halua tanssityttöjä kuulolle, kun selitän suunnitelmani.","3","fi"
"You're the serious one.","9","en"
"I want to talk to you guys for a second.","9","en"
"Et saa mennä!","9","fi"
"Et ehdi nauttia siitä. Palaamme tänä iltana.","6","fi"
"Älä pyydä minua tekemään sellaista, mikä särkee sydämeni.","6","fi"
"Yeah. You want to come over?","9","en"
"Sanoinhan, että tulisin käymään kylässä.","2","fi"
"Mitä te teette?","9","fi"
"Hiya , kids !","2","en"
"She's the one .","8, 5","en"
"Luota minuun.","9","fi"
"He's countering?","9","en"
"This is war !","1","en"
"Hän on pahassa kunnossa.","4, 6","fi"
"He's wonderful .","5","en"
"Hän ottaa manttelinperijänsä pojanpoikansa mukaan.","9","fi"
"Etkö päässyt tositoimiin?","9","fi"
"Hän on harmiton.","8","fi"
"They'll get me tonight , for sure .","4","en"
"Hastings oliko teistä hieman omituista kun Lawrence Cavendish epäili äitinsä kuoleman olleen onnettomuus?","9","fi"
"Dr Post , who runs a shop I worked in , has contacts in several universities .","8","en"
"So I'm trying to help her .","2","en"
"Gentlemen , it is difficult to admit to an error .","6","en"
"Hän on itsepäinen.","1","fi"
"Then I went to the liquor store I grabbed a bottle and I started drinking.","9","en"
"Vartu ja ala nukkumaan.","9","fi"
"Thank you kindly , [PERSON] .","8","en"
"Think he'll give me a raise ?","2","en"
"Movie history.","9","en"
"Why won't you let me help you ?","6","en"
"Sinä halvennat lakia.","3","fi"
"Menisit laulamaan jotain!","2","fi"
"Useita kohteita näkyvissä.","9","fi"
"Anyway yo.","9","en"
"Laughter and cuddles .","5","en"
"But it takes away his wife.","9","en"
"Oh , I almost forgot .","7","en"
"Rentoutukaa.","9","fi"
"All right , what is it if I may ask , You do want to do ?","1","en"
"Now , listen , don't you go around being attractive to anybody but me .","1","en"
"Olen Joe Pierce.","9","fi"
"Häivytään tääItä!","9","fi"
"We think you're quite brave . And manly .","8, 5","en"
"Filmi vain tuntui väärältä.","3","fi"
"Miksi poistuit asemistasi?","9","fi"
"No sense taking any chances in this thing .","4","en"
"Minä olen Fanny.","9","fi"
"Tiedät, miten sinun käy, jos et antaudu!","1","fi"
"Äkkiä ulos.","4, 6","fi"
"You David?","9","en"
"Kertokaas mademoiselle voiko se olla mahdollista että hän otti unilääkettä eilisiltana?","9","fi"
"Tervetuloa kotiin.","8, 2, 5","fi"
"No one really ever accepted me .","6","en"
"I know you were deeply touched by [PERSON]'s gesture ,","5","en"
"Olemme matkalla Soda Cityyn.","2","fi"
"Now , it will go under in to hours .","8, 2","en"
"Mykkäkoulun pitäminen on epäkypsää.","3","fi"
"Odotetaan vielä vähän.","9","fi"
"Kun se poika oli kehässä tiedätkö mitä tein?","9","fi"
"I love [LOCATION] on summer afternoons when everyone's away .","5","en"
"I think that I'm pretty enough but I would not want to be that kind of star.","9","en"
"Entä jos pappi käskee kertomaan poliiseille?","9","fi"
"What about it?","9","en"
"[PERSON] didn't even look at me .","7","en"
"What are you doing in here ?","7","en"
"Loistava idea, rouva Danvers.","5","fi"
"Ei, unohda se.","6","fi"
"I mean , this is the Supreme Court .","1","en"
"I've called you dozens of times .","1","en"
"Jos se ei ole ilmatiivis sillä voi silti kiristää Quinniä.","9","fi"
"Poor boy .","6","en"
"Yeah.","9","en"
"Koska haluan puhua kasvotusten.","8","fi"
"Sano, että minulla on vieroitusoireita.","8, 2","fi"
"You spoke for him .","7","en"
"There they are , they must have found her !","8, 7","en"
"Mistä Charles Martin sai osuutensa?","7","fi"
"30 vuotta tässä pirun toimistossa.","1, 3, 6","fi"
"Puts the bag in the basement freezer ... And waits .","2, 3","en"
"Onko sillä väliä täällä?","9","fi"
"I was the world's nicest guy , and they ruined my life for no reason .","6","en"
"For one thing , it'd get you off the streets .","2","en"
"Hämmästyttävää.","7","fi"
"Missä hän opiskeli?","9","fi"
"And we are no longer victims of this violent , convulsive act , which so debased women and betrayed men .","3","en"
"Parhaaseen.","8, 5","fi"
"Tein kirotun typerästi.","6","fi"
"Melballeko?","9","fi"
"Hienointa näkemääni hirvennahkaa.","5","fi"
"Rauhoitu nyt.","9","fi"
"I'm Merrydew.","9","en"
"Oh , my God !","7","en"
"En haluaisi vaivata sinua taas mutta tekisitkö jotain puolestani tänään?","8","fi"
"Come on the tougher the competition the better you used to like it.","9","en"
"Break it up and sell off the pieces.","9","en"
"Come on . Stop complaining .","1","en"
"Mitä sillä tarkoitatte?","7","fi"
"Yes I'm an operator.","9","en"
"Wow . - I missed that one .","3, 7","en"
"If things don't work out ...","4","en"
"Keep your voice down .","1, 4","en"
"Cassidy?","9","fi"
"Eiköhän palata talolle.","9","fi"
"Kertoisitteko valamiehistölle Carolyn Polhemusin kuolemasta?","9","fi"
"Ei, heillä on kaksi asetta.","1, 4","fi"
"Pysäytä projektori Don.","9","fi"
"Älä loukkaa minua.","1, 6, 7","fi"
"Yeah the trees outside are alive.","9","en"
"We're pressing for the earliest possible action .","2","en"
"Nyt jätän sinut kypsymään.","1","fi"
"Lads , they're drunk .","3","en"
"You talk like a madman .","3","en"
"But they actually had a very thin but tight fitting suit on.","9","en"
"Mayii: Luke knew little about the ritual of exorcism So he arranged for a meeting","9","en"
"Think them folks would spend a penny to send you east ?","3","en"
"Please . Look , this is ridiculous . You do not have to apologize .","2, 4","en"
"Harrigan!","9","en"
"Miten on Della Guardia?","9","fi"
"Don't fuck with me , you know ?","1","en"
"Minulla on teille jotain.","9","fi"
"Anteeksi äiti.","9","fi"
"Your reports would be unbiased.","9","en"
"How's she doing?","9","en"
"Panoksenne ovat iloni.","5","fi"
"What's the matter ?","2, 4, 6","en"
"Minulla ei ollut aikaa kysyä.","9","fi"
"Objection overruled .","1","en"
"Et maininnut Rotzingeria etkä Martiniquea koska suunnitelma oli hyvä etkä halunnut huolestuttaa minua epätodennäköisillä jutuilla.","9","fi"
"Looks like we're going that way .","7","en"
"Ysipari lyö.","9","fi"
"Bastian?","9","en"
"I'm a frightened tramp .","4","en"
"Compliments of Capt. [PERSON] .","5","en"
"Class dismissed.","9","en"
"Today , the captain ordered a general drill for the safety of the crew .","8, 2","en"
"Houses are alive?","9","en"
"Mr [PERSON] , sir ?","4","en"
